age,sex,edu,race,income,us_residency,wb,mind,belong,efficacy,support,idea,soc_med,npi,moa_ach,moa_import
NA,female,currentlyenrolled,white,"under20,000",yes,6,5.666666667,3.1,3.9,84,3.75,40,5,35,76
NA,female,currentlyenrolled,AfricanAmerican,not say,yes,4.5,3.4,4.8,3.1,74,3.75,48,3,38,75
NA,female,currentlyenrolled,AfricanAmerican,"100-199,999",yes,4,4,3,2.9,37,3.625,36,4,35,78
NA,female,currentlyenrolled,AfricanAmerican,"60-79,999",yes,3.833333333,4.2,3.2,2.4,55,3.5,39,8,37,71
NA,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,4.833333333,3.4,2.3,3,84,3.625,45,0,36,80
NA,male,currentlyenrolled,white,"80-99,999",yes,5.166666667,4.266666667,4.1,2.7,63,3.625,40,9,30,50
NA,male,currentlyenrolled,AfricanAmerican,"20-39,999",yes,4.166666667,3.733333333,2.6,3.9,57,3.625,27,8,48,68
NA,male,currentlyenrolled,white,"100-199,999",yes,6,4.066666667,3.7,3.3,13,3.875,27,4,48,74
NA,male,currentlyenrolled,white,"under20,000",yes,3.5,4.533333333,2.6,3.6,70,3.75,36,3,41,70
NA,male,currentlyenrolled,white,"200-999,999",yes,2.333333333,3.266666667,3.7,2.9,40,3.5,29,3,38,59
NA,female,currentlyenrolled,AfricanAmerican,"100-199,999",yes,3.166666667,2.866666667,4.1,2.8,75,4,46,2,37,71
NA,female,currentlyenrolled,white,not say,yes,5,4.2,4.8,3.4,78,3.375,26,0,35,76
NA,male,currentlyenrolled,AfricanAmerican,"60-79,999",yes,4,3.8,2.2,3.8,54,3.125,20,12,40,47
NA,female,currentlyenrolled,white,"60-79,999",yes,6.666666667,5.2,3.8,3.5,82,4,54,9,41,67
21,female,currentlyenrolled,"2,3","20-39,999",yes,4,5,3.5,3.6,84,4,42,6,34,70
25,female,currentlyenrolled,Hispanic,not say,yes,3.833333333,3.733333333,2.3,3.5,62,3.625,34,1,34,71
35,male,currentlyenrolled,white,not say,yes,5.666666667,4.533333333,3.6,3.2,79,2.875,32,2,52,53
21,female,currentlyenrolled,white,"80-99,999",yes,5.333333333,2.933333333,4.5,2.8,66,4,37,2,43,74
19,female,currentlyenrolled,white,"40-59,999",yes,2.5,3.8,4.5,2.5,65,3.625,26,5,27,52
19,female,currentlyenrolled,Hispanic,not say,yes,3,3.333333333,3.1,3.1,59,3.125,31,4,32,47
18,male,currentlyenrolled,white,"60-79,999",yes,6.666666667,3.066666667,1.9,3.9,46,3.625,21,6,34,48
18,male,currentlyenrolled,white,"under20,000",yes,3.666666667,2.6,4.6,2.2,62,3.75,36,0,35,59
20,female,currentlyenrolled,white,"60-79,999",yes,5.333333333,4.333333333,2.8,3,76,3.5,30,3,32,76
18,female,currentlyenrolled,white,not say,yes,5.5,3.333333333,3.1,3.7,72,3.625,30,3,39,61
20,male,currentlyenrolled,Asian-Pacific,"200-999,999",yes,3.666666667,4.4,2.6,3,75,3.625,36,3,30,62
20,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,4.133333333,3.3,3.2,83,4,34,1,39,61
18,female,currentlyenrolled,white,"60-79,999",yes,7,4,3.3,2.6,75,3.625,38,7,34,70
18,female,currentlyenrolled,"1,5",not say,yes,3.166666667,3.6,3,2.9,25,3.625,37,2,40,62
18,female,currentlyenrolled,white,not say,yes,6.333333333,2.333333333,3.2,3.5,82,3.25,44,3,33,66
21,male,currentlyenrolled,other,"100-199,999",yes,5.666666667,3.4,3.2,3.5,78,3.875,43,3,41,63
19,female,currentlyenrolled,"1,4","80-99,999",yes,4.833333333,3.733333333,4.3,2.6,75,3.875,43,3,37,59
18,female,currentlyenrolled,other,"under20,000",yes,4.333333333,4.266666667,3.6,3.5,69,4,31,1,41,76
20,female,currentlyenrolled,"1,5",not say,yes,4.833333333,3.666666667,3.6,3.1,76,3.75,33,4,33,46
18,female,currentlyenrolled,white,"200-999,999",yes,5.833333333,3.666666667,3.2,2.9,65,3.5,39,3,37,51
18,male,currentlyenrolled,white,"200-999,999",yes,4.333333333,4.533333333,3.4,3,69,3.625,36,3,34,53
19,female,currentlyenrolled,Asian-Pacific,"20-39,999",yes,4.833333333,4.666666667,3,3,77,3.375,25,3,35,73
19,male,currentlyenrolled,"1,5",not say,yes,4,3.733333333,3.9,3,70,3.625,28,8,33,52
18,female,currentlyenrolled,white,"under20,000",yes,5.166666667,3.4,3.6,2.9,67,4,35,1,35,57
18,female,currentlyenrolled,"1,2,3,5","100-199,999",yes,4.166666667,2.866666667,4.5,3.1,72,3.75,26,7,37,73
18,female,currentlyenrolled,Hispanic,"200-999,999",yes,4.166666667,3.066666667,3.9,2.7,63,3.75,34,6,34,67
19,female,currentlyenrolled,Hispanic,"20-39,999",yes,3.166666667,3.266666667,4.4,3.6,78,3.75,30,0,37,76
19,female,currentlyenrolled,white,"40-59,999",yes,5.333333333,2.333333333,4.3,3,71,4,30,5,37,65
20,male,currentlyenrolled,"1,6",not say,yes,4.833333333,4.2,3.6,3.5,69,3.25,29,4,39,61
21,male,currentlyenrolled,white,not say,yes,5.666666667,3.333333333,2.6,3,64,4,26,0,28,38
19,female,currentlyenrolled,"1,2","100-199,999",yes,5,4,3.1,3,71,4,30,4,32,42
20,male,currentlyenrolled,"1,3","200-999,999",yes,5.333333333,3.066666667,3.8,2.6,78,2.875,42,3,29,66
22,male,currentlyenrolled,Asian-Pacific,not say,yes,4.333333333,1.866666667,2.6,2.8,56,2.875,13,2,35,57
18,male,currentlyenrolled,white,"100-199,999",yes,6.666666667,3.533333333,3.7,3,74,3.625,26,4,35,71
18,female,currentlyenrolled,Hispanic,"80-99,999",yes,5.166666667,3.2,3.6,2.8,68,3.875,28,6,36,67
18,female,currentlyenrolled,Asian-Pacific,"200-999,999",yes,3.5,2.6,3.6,2.5,63,3.625,29,3,33,44
18,female,currentlyenrolled,white,"60-79,999",yes,4.166666667,3.4,2.8,2.7,70,3.125,39,1,33,57
18,female,currentlyenrolled,white,"80-99,999",yes,4.666666667,4.066666667,3.4,3.2,70,3.375,37,4,37,68
20,male,currentlyenrolled,Asian-Pacific,"40-59,999",yes,3,3.866666667,3.1,3.2,59,3.25,38,8,37,65
18,female,currentlyenrolled,"1,2","20-39,999",yes,4.666666667,3.8,4,3.1,69,3.375,43,5,35,66
18,male,currentlyenrolled,white,"20-39,999",yes,3.333333333,2.333333333,2.5,2.7,50,3.375,35,1,32,65
18,female,currentlyenrolled,"1,3","40-59,999",yes,2.166666667,4.266666667,3.2,3.1,54,4,38,3,32,56
18,female,currentlyenrolled,"1,6","200-999,999",yes,2.833333333,3.866666667,3.6,3.2,50,3.875,35,5,34,47
19,female,currentlyenrolled,Asian-Pacific,"60-79,999",yes,3.333333333,4.266666667,3.5,2.9,40,3.375,30,2,38,70
22,male,currentlyenrolled,white,"under20,000",yes,6,4.6,2.5,3.5,77,3.75,40,3,39,70
18,female,currentlyenrolled,white,"40-59,999",yes,4.5,4.133333333,1.8,3.5,58,3.25,33,4,33,65
18,female,currentlyenrolled,AfricanAmerican,"100-199,999",yes,5,4.333333333,3.8,2.7,47,3.625,32,1,34,65
18,male,currentlyenrolled,white,"under20,000",yes,5.5,4.2,3.2,3.1,79,3.75,45,2,38,77
21,female,currentlyenrolled,white,"80-99,999",yes,5.666666667,2.933333333,2.8,4,50,4,43,2,40,54
19,female,currentlyenrolled,Asian-Pacific,not say,yes,5,4.533333333,3.4,2.9,73,3,35,1,34,69
18,female,currentlyenrolled,white,"100-199,999",yes,3.333333333,3.6,4.1,2.4,59,3.875,23,4,32,45
19,female,currentlyenrolled,white,"200-999,999",yes,5.166666667,3.333333333,3.9,2.9,57,3.5,38,3,33,59
21,female,currentlyenrolled,"3,4,5","40-59,999",yes,4.5,3.933333333,3.1,3.1,78,3.75,41,3,34,64
18,female,currentlyenrolled,white,not say,yes,2.5,4.4,2.9,2.4,55,3.625,25,3,35,43
18,female,currentlyenrolled,white,"100-199,999",yes,3.333333333,3.466666667,4.3,2.8,82,3.875,36,6,29,66
18,female,currentlyenrolled,"1,6",not say,yes,5.5,3.466666667,2.9,3.2,68,3.5,28,2,40,59
19,female,currentlyenrolled,white,"100-199,999",yes,3.333333333,2.933333333,3.8,3,61,3.75,42,1,30,51
18,other,currentlyenrolled,"1,4",not say,yes,5.5,4.6,3.3,3.9,84,3.75,33,1,40,78
18,female,currentlyenrolled,white,not say,yes,3,3.533333333,3.8,2.8,72,3.625,25,2,38,47
20,female,currentlyenrolled,white,"20-39,999",yes,2.833333333,2.8,3.8,3.2,59,3.625,33,5,38,71
21,female,currentlyenrolled,white,"80-99,999",yes,6.166666667,4,2.8,3.6,73,3.75,35,2,36,72
20,female,currentlyenrolled,white,"100-199,999",yes,4.333333333,3.733333333,3.5,3.1,80,3.125,35,2,40,68
19,female,currentlyenrolled,white,not say,yes,5.833333333,4.066666667,3.4,3.9,78,3.75,43,7,36,69
20,female,currentlyenrolled,Hispanic,"under20,000",yes,7,3.4,3,3.3,64,4,28,4,40,69
21,male,currentlyenrolled,"1,5","under20,000",yes,4,3.666666667,3.2,3,84,3.75,40,6,51,63
18,female,currentlyenrolled,white,not say,yes,6,3.6,4,3.1,79,4,39,2,39,66
18,female,currentlyenrolled,white,"200-999,999",yes,1.833333333,3.8,4.7,2.3,57,3.75,36,3,35,58
19,female,currentlyenrolled,white,not say,yes,4.666666667,4,4.4,2.5,71,3.25,31,3,34,62
18,female,currentlyenrolled,white,"80-99,999",yes,4,4.2,3.4,2.4,67,3.625,34,1,39,60
18,female,currentlyenrolled,white,"200-999,999",yes,6.5,3.266666667,3.8,3.8,78,4,47,7,36,59
18,male,currentlyenrolled,white,"100-199,999",yes,4.5,2.933333333,3.9,3,80,3.25,11,4,25,42
21,female,currentlyenrolled,white,"20-39,999",yes,4.166666667,3.8,3.7,2.9,74,3.75,38,1,30,46
20,female,currentlyenrolled,white,not say,yes,5,4.066666667,4.3,3.1,73,3.625,35,3,32,51
19,female,currentlyenrolled,white,"100-199,999",yes,4.666666667,4.866666667,2.6,3.3,72,3.25,22,5,39,68
19,female,currentlyenrolled,white,"80-99,999",yes,3.166666667,2.066666667,4.4,3.4,72,4,52,4,35,78
19,female,currentlyenrolled,Asian-Pacific,not say,yes,3.166666667,3.2,3.4,2.1,37,3,22,4,26,66
19,female,currentlyenrolled,white,not say,yes,5.666666667,4.066666667,3.8,2.9,84,4,23,0,36,68
18,male,currentlyenrolled,"1,2","60-79,999",yes,5,3.933333333,4,3,58,3.25,22,1,31,58
18,female,currentlyenrolled,Asian-Pacific,not say,yes,4.833333333,3.866666667,4,3.3,53,3.625,46,8,35,72
20,female,currentlyenrolled,white,"100-199,999",yes,6.166666667,4.466666667,3.2,3.9,84,4,24,3,37,66
18,female,currentlyenrolled,white,"20-39,999",yes,3.833333333,3.666666667,2.8,2.6,74,3.875,31,1,38,75
22,male,currentlyenrolled,white,"under20,000",yes,6.833333333,4.533333333,3,3.7,77,3.75,31,9,34,54
20,female,currentlyenrolled,white,"100-199,999",yes,3.666666667,2.666666667,4,3,70,3.875,36,1,36,65
19,female,currentlyenrolled,Hispanic,"40-59,999",yes,4.333333333,3.4,3.4,2.9,75,4,26,2,38,69
18,male,currentlyenrolled,Asian-Pacific,not say,yes,2.833333333,3.133333333,2.8,3.4,54,3.75,34,1,56,77
18,female,currentlyenrolled,"1,4",not say,yes,3.166666667,2.4,3.7,3,45,3.375,34,2,35,72
18,male,currentlyenrolled,white,not say,yes,5,4.533333333,2.9,2.7,84,3.625,32,3,33,48
19,female,currentlyenrolled,"1,4","200-999,999",yes,3.166666667,2.733333333,3.8,2.8,75,3.625,35,3,32,60
19,male,currentlyenrolled,white,not say,yes,5.166666667,3.8,2.6,2.9,67,3.5,39,8,34,52
18,female,currentlyenrolled,AfricanAmerican,not say,yes,4.5,3.733333333,2.3,2.5,62,3.75,23,2,30,57
19,female,currentlyenrolled,other,"40-59,999",yes,5.166666667,4.8,3.1,3.1,66,4,40,4,40,59
21,male,currentlyenrolled,"1,3","80-99,999",yes,5.166666667,3.866666667,4.7,2.7,78,3.5,32,1,36,72
18,female,currentlyenrolled,white,"40-59,999",yes,5.166666667,4.2,3.1,3.3,80,4,36,6,38,64
19,female,currentlyenrolled,white,not say,yes,5.833333333,2.266666667,3.7,3.1,77,3.875,38,1,36,57
18,male,currentlyenrolled,white,"80-99,999",yes,3.333333333,1.733333333,4.4,3.5,84,4,52,4,40,63
19,female,currentlyenrolled,white,"60-79,999",yes,2.833333333,3.6,4.2,2.8,76,3.625,34,2,36,57
18,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,4.933333333,4.2,3.6,55,3.875,45,6,36,68
18,male,currentlyenrolled,white,not say,yes,4.666666667,3.866666667,3.8,2.4,69,3.875,35,6,32,56
19,female,currentlyenrolled,"1,5",not say,yes,3.5,4.333333333,3.6,3,67,3.75,45,0,46,72
20,female,currentlyenrolled,Hispanic,"under20,000",no,6.166666667,4.066666667,3.5,2.9,78,3.875,28,8,38,74
18,female,currentlyenrolled,Asian-Pacific,"200-999,999",yes,4.333333333,2,4.3,3.2,72,3.75,49,10,36,73
18,female,currentlyenrolled,white,not say,yes,6.333333333,4.6,3.8,3.4,80,4,32,5,36,70
19,female,currentlyenrolled,white,not say,yes,3,4.133333333,3.7,2.9,72,3.625,30,2,34,60
18,female,currentlyenrolled,white,"200-999,999",yes,4.5,2.666666667,3.2,3,67,4,42,1,30,73
21,male,currentlyenrolled,Hispanic,"40-59,999",yes,5.666666667,4.866666667,3.2,3.7,71,3.75,38,4,38,61
18,male,currentlyenrolled,"2,5","under20,000",yes,4.833333333,5.666666667,2.9,3.7,77,3.375,34,6,52,76
19,male,currentlyenrolled,"1,3","100-199,999",yes,6.666666667,3.733333333,3.5,3.6,71,4,37,6,36,51
19,male,currentlyenrolled,white,"80-99,999",yes,3,3.733333333,4.2,2.1,66,3.75,26,1,31,62
19,female,currentlyenrolled,"1,3","40-59,999",yes,5.333333333,3.2,4.2,3.3,69,4,38,8,36,73
18,male,currentlyenrolled,white,not say,yes,4.166666667,3.8,2.3,3.1,67,3.125,11,2,34,50
18,female,currentlyenrolled,white,"100-199,999",yes,4.333333333,3,3.8,3,67,3,33,3,44,32
20,male,currentlyenrolled,"1,5","under20,000",yes,1.833333333,5.133333333,2.1,3.9,76,3.5,36,5,47,79
18,male,currentlyenrolled,white,"60-79,999",yes,5.5,4.8,3,3.2,70,3.125,40,7,37,56
18,female,currentlyenrolled,"1,3","80-99,999",yes,4.333333333,4.066666667,3.7,2.5,77,4,25,0,37,49
19,male,currentlyenrolled,white,not say,yes,3.166666667,3.733333333,4.1,2.9,67,4,40,0,34,62
18,other,currentlyenrolled,white,not say,yes,3.833333333,3.133333333,4,2.7,46,3.75,31,1,30,52
21,male,currentlyenrolled,Asian-Pacific,not say,yes,3.833333333,3.866666667,3.4,2.8,71,3.25,34,3,38,69
19,female,currentlyenrolled,white,"40-59,999",yes,6,4.8,3.9,2.8,76,3.25,35,7,38,69
18,female,currentlyenrolled,"1,4",not say,yes,3.666666667,2.666666667,5,2.9,68,4,42,4,32,72
18,male,currentlyenrolled,white,"40-59,999",yes,3.333333333,3.2,4.5,3,57,3.75,33,5,31,61
18,female,currentlyenrolled,Native,not say,yes,5.5,3.6,2.8,3.5,77,3.5,35,2,41,70
18,male,currentlyenrolled,white,not say,yes,5.333333333,3.933333333,3.8,3.5,81,3.75,30,6,35,47
18,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,3.666666667,4,3,79,4,37,5,32,43
18,male,currentlyenrolled,AfricanAmerican,"100-199,999",yes,4.666666667,3.533333333,3.4,3,67,3.75,41,8,35,70
19,male,currentlyenrolled,Asian-Pacific,not say,yes,3.666666667,3.666666667,3.1,2.9,76,3.5,26,6,34,45
20,male,currentlyenrolled,Hispanic,"100-199,999",yes,4.5,4.466666667,3.2,4,84,4,28,8,38,70
NA,female,2 year degree,white,"under20,000",yes,5.166666667,3.6,3.2,2.9,75,3.375,29,1,37,49
NA,female,2 year degree,white,"100-199,999",yes,5.333333333,4.333333333,3.6,3.5,76,3.25,36,3,39,65
NA,male,2 year degree,white,"80-99,999",yes,4.5,3.733333333,3.6,3.5,55,3.875,45,1,37,74
NA,female,2 year degree,white,"40-59,999",yes,6,4.266666667,2.7,2.8,82,3.5,32,1,60,61
NA,female,2 year degree,white,"20-39,999",yes,4.833333333,3.666666667,2.6,3,71,3.375,38,0,39,62
NA,female,2 year degree,white,"80-99,999",yes,6.5,3.666666667,3.9,3.6,67,3,37,9,50,55
NA,female,2 year degree,Hispanic,"100-199,999",yes,3.166666667,4.733333333,3.6,2.8,71,3.5,37,6,43,65
NA,female,2 year degree,white,"20-39,999",yes,3,2.6,4.9,2.5,61,3.625,48,0,52,73
NA,female,2 year degree,white,"100-199,999",yes,5.333333333,3.733333333,3.1,3.1,75,3.875,36,2,53,69
NA,female,2 year degree,white,"20-39,999",yes,4,3.933333333,3,3.3,70,3.5,31,0,42,77
23,male,2 year degree,white,not say,no,4.666666667,4.466666667,3.2,2.4,72,3,40,1,36,62
NA,female,2 year degree,white,"under20,000",yes,2.166666667,2.533333333,3.5,3,61,3.875,34,0,44,61
NA,female,2 year degree,white,"200-999,999",yes,2.833333333,3.2,3.6,2.9,42,3.625,27,7,35,64
NA,female,2 year degree,white,"under20,000",yes,3.833333333,4.666666667,2.3,3.8,36,3.375,37,6,44,64
NA,female,2 year degree,Hispanic,"under20,000",yes,6,4.066666667,2.6,3,48,4,33,5,44,71
NA,female,2 year degree,white,"under20,000",yes,1.166666667,3.266666667,3.6,2.3,44,3.375,31,4,29,53
22,female,2 year degree,Hispanic,"20-39,999",yes,4,3.866666667,2.3,2.9,55,3.25,25,0,33,60
21,female,2 year degree,white,"under20,000",yes,5.5,5.133333333,3.6,3.4,58,3.375,29,1,42,56
33,female,2 year degree,white,"40-59,999",yes,5,2.933333333,1.9,3.5,61,2.625,35,0,52,62
21,male,2 year degree,white,"20-39,999",yes,5.833333333,2.333333333,3.9,3.1,77,3.125,43,8,54,70
20,female,2 year degree,white,"60-79,999",yes,3.833333333,3,3.3,3.2,74,3.5,38,3,37,74
22,female,2 year degree,Hispanic,"20-39,999",yes,6.5,5,3.3,3.6,66,2.75,35,5,58,80
21,female,2 year degree,Hispanic,"60-79,999",yes,5.666666667,4.533333333,2.6,3.9,29,3.875,45,10,45,69
24,male,2 year degree,Hispanic,"20-39,999",yes,5.166666667,3.466666667,2.6,3.7,69,3.125,29,2,55,76
23,female,2 year degree,Hispanic,not say,yes,5,3.733333333,3.6,3.5,60,3.875,46,8,37,72
21,female,2 year degree,"1,2,4",not say,yes,3.5,2.933333333,3.2,2.8,55,3.875,37,4,36,50
23,male,2 year degree,white,"100-199,999",yes,5.166666667,4,2.4,3.6,77,3.875,28,9,39,64
20,female,2 year degree,"1,3,4","under20,000",yes,4.333333333,2.933333333,4.2,3.2,41,3.375,42,1,36,66
24,female,2 year degree,white,"under20,000",yes,5.666666667,4.333333333,4.4,3.7,67,3.625,28,5,46,60
54,female,2 year degree,white,"60-79,999",yes,5,4.933333333,2.5,3.9,80,3.625,41,1,58,80
NA,female,2 year degree,AfricanAmerican,"80-99,999",yes,6.166666667,5.4,2.8,3.4,80,4,49,5,31,68
NA,female,2 year degree,white,"100-199,999",yes,6,4.466666667,3.6,3.3,15,3.5,39,5,35,67
31,female,2 year degree,AfricanAmerican,"40-59,999",yes,6.333333333,5,3.4,3.8,78,3.625,37,6,48,75
32,female,2 year degree,AfricanAmerican,"60-79,999",yes,4.5,4.733333333,2,3.2,63,3.5,23,1,50,74
31,female,2 year degree,Hispanic,"40-59,999",yes,6,3.466666667,3.4,2.9,77,3,26,7,54,54
23,male,2 year degree,white,"100-199,999",no,5.666666667,4.8,3.3,3.9,67,3.875,32,7,39,76
30,male,2 year degree,Hispanic,"20-39,999",yes,4.666666667,3.466666667,2.8,3,50,2.875,37,1,48,74
38,female,2 year degree,white,"100-199,999",yes,3.5,3.666666667,3.5,3.2,58,2.875,49,6,49,58
22,female,2 year degree,AfricanAmerican,"60-79,999",yes,4.5,4.266666667,2.8,2.8,54,3.75,29,3,36,72
23,female,2 year degree,AfricanAmerican,"20-39,999",yes,1.833333333,3.8,4.5,2.7,66,3.375,46,2,36,68
21,female,2 year degree,Hispanic,"60-79,999",yes,6.166666667,2.533333333,4.2,3.5,74,3.625,37,5,33,68
24,male,2 year degree,AfricanAmerican,"under20,000",yes,4.5,4.8,3.2,3.9,80,3.875,38,9,49,66
NA,male,2 year degree,white,"20-39,999",no,4,2.933333333,3.7,3.2,65,3.375,50,10,43,48
NA,other,2 year degree,white,not say,no,3,4.666666667,4.2,2.5,79,3.375,37,1,32,53
23,female,2 year degree,Asian-Pacific,not say,yes,5.833333333,5.266666667,2.7,3.7,81,3.75,34,4,38,77
NA,female,2 year degree,white,"20-39,999",no,4.5,3.933333333,3.8,3.7,71,3.25,33,4,43,63
21,female,2 year degree,"1,2","under20,000",yes,5,3.4,1.9,2.8,75,3.625,32,6,40,73
19,male,2 year degree,Hispanic,"40-59,999",yes,4.833333333,3.8,4.1,2.9,68,4,45,0,31,73
20,female,2 year degree,white,"200-999,999",yes,4.5,4,3.8,3.1,63,3.375,43,0,36,79
23,male,2 year degree,AfricanAmerican,"20-39,999",yes,3.833333333,4.133333333,1.7,3.1,61,3.875,22,4,41,64
20,female,2 year degree,white,"200-999,999",yes,4,3.866666667,3.8,2.9,62,3.5,37,1,37,78
22,female,2 year degree,Hispanic,"60-79,999",yes,6.5,3.8,2.6,3,72,3.125,37,2,41,61
22,female,2 year degree,Native,"200-999,999",yes,5.833333333,4.733333333,2.3,3,73,3,23,5,45,69
24,male,2 year degree,white,"40-59,999",yes,5.5,5.6,2.4,3.4,83,3.5,43,9,42,44
22,male,2 year degree,white,"under20,000",yes,6.5,4.466666667,2.4,3.7,83,3.5,11,9,41,58
21,female,2 year degree,Hispanic,"40-59,999",yes,4.5,3.666666667,2.7,3.2,64,3.5,16,3,41,66
21,female,2 year degree,white,not say,yes,3.333333333,3.333333333,3.9,3.3,73,3.75,34,4,44,70
23,female,2 year degree,Hispanic,"60-79,999",yes,1.333333333,4.2,4.2,2.7,67,3.5,41,8,32,59
23,female,2 year degree,Hispanic,"20-39,999",yes,4.166666667,4.2,3.4,3.1,71,3,25,1,50,67
21,male,2 year degree,white,"100-199,999",yes,5.5,3.133333333,2.2,2.9,77,2.875,14,1,39,66
22,female,2 year degree,white,"80-99,999",yes,5.833333333,4.533333333,2.4,3.1,71,3.5,36,2,37,72
22,male,2 year degree,Asian-Pacific,"60-79,999",yes,4.333333333,3.666666667,3.5,2.8,63,2.875,27,3,5,41
21,female,2 year degree,"1,3","40-59,999",yes,4,3.266666667,3.8,3.1,77,3.875,31,3,37,57
22,female,2 year degree,white,"20-39,999",yes,5.833333333,4.266666667,2.5,2.4,83,3.625,25,3,45,59
44,female,2 year degree,Asian-Pacific,"40-59,999",yes,5.166666667,3.466666667,2.8,3.8,65,3.375,21,3,54,74
61,male,2 year degree,white,"under20,000",yes,4.166666667,5,3.1,3.5,59,3.125,43,3,52,79
19,female,2 year degree,"1,2","200-999,999",yes,2.5,3.666666667,4.7,3.5,72,3.75,35,1,41,80
21,male,2 year degree,Hispanic,"20-39,999",yes,4.5,5.466666667,2.5,3.1,79,3,38,1,51,70
25,female,2 year degree,white,"under20,000",yes,2.666666667,2.133333333,4.4,2.7,68,3.625,47,1,37,56
NA,female,2 year degree,white,"under20,000",yes,3.833333333,2.8,3.8,2.7,65,3.875,43,1,36,61
NA,female,2 year degree,AfricanAmerican,"under20,000",yes,4,3.866666667,2.2,3.6,58,3.75,35,6,41,59
NA,female,2 year degree,Hispanic,"under20,000",yes,3,3.2,4.2,3,62,3.625,22,1,43,48
25,male,2 year degree,white,"under20,000",yes,2.666666667,4.533333333,3.7,3.6,30,3.375,35,2,42,63
32,male,2 year degree,white,"60-79,999",yes,3.666666667,3.333333333,3,3,70,3.125,33,3,49,68
50,female,2 year degree,white,"60-79,999",yes,4.333333333,3.8,2.4,3.2,70,3.125,29,0,55,71
21,female,2 year degree,white,not say,yes,3.666666667,4,3.6,3.2,58,3.75,34,7,42,71
28,female,2 year degree,"1,5","20-39,999",yes,2.666666667,2.866666667,3.8,2.9,49,3.25,27,1,45,76
18,female,2 year degree,white,"100-199,999",yes,4,4,3.5,3.4,59,3.625,11,1,38,73
18,male,2 year degree,white,"under20,000",yes,6.5,3.933333333,2.7,3,75,3.875,33,1,38,67
19,female,2 year degree,white,"80-99,999",yes,5.666666667,4.133333333,3.3,2.9,71,3.5,28,9,35,58
21,male,2 year degree,white,"100-199,999",yes,4.833333333,5.133333333,2.1,3.7,65,3.875,33,6,38,72
20,female,2 year degree,Hispanic,"under20,000",yes,5.833333333,4,1.9,3.6,50,3.375,32,5,45,51
25,female,2 year degree,Hispanic,"60-79,999",yes,5.333333333,3.933333333,3.1,3.4,63,3.25,23,6,44,64
22,other,2 year degree,"3,5","under20,000",yes,4.666666667,3.133333333,3.9,3.6,78,3.875,34,5,45,67
22,female,2 year degree,"1,3","40-59,999",yes,5.166666667,2.466666667,3.5,3.3,64,3.75,27,2,35,60
22,female,2 year degree,white,"60-79,999",yes,5.166666667,3.533333333,3.6,3.3,16,2.625,19,1,48,58
20,female,2 year degree,"4,6","60-79,999",yes,6.5,5.266666667,2.9,3.2,57,3.125,28,1,48,70
23,female,2 year degree,AfricanAmerican,"under20,000",yes,1.166666667,3.333333333,4.8,2.5,59,3.5,38,1,32,68
23,female,2 year degree,Hispanic,"20-39,999",yes,5.333333333,4.2,2.6,3,74,3.5,31,1,51,72
22,female,2 year degree,white,not say,yes,1.833333333,3.333333333,2.6,2.8,40,3.375,31,2,33,53
21,female,2 year degree,Hispanic,not say,yes,7,5.333333333,1.7,3.9,82,3,20,3,57,75
21,male,2 year degree,white,"20-39,999",yes,4,3.266666667,3,3.4,62,3.625,43,3,41,74
NA,female,2 year degree,white,"40-59,999",yes,4.5,3.266666667,3.4,3.9,72,3.25,38,2,48,58
NA,female,2 year degree,Hispanic,"100-199,999",yes,4.833333333,4.133333333,3.9,3.7,65,3.625,33,8,49,73
NA,female,2 year degree,Hispanic,"under20,000",yes,5.666666667,5.133333333,3.3,2.6,53,3.125,36,2,56,71
NA,male,2 year degree,white,"100-199,999",yes,5.5,3.666666667,1.6,3.3,68,3.5,29,2,38,59
NA,female,2 year degree,white,"100-199,999",yes,6,5.533333333,2.7,3.9,80,2.875,34,5,48,72
24,male,2 year degree,AfricanAmerican,not say,yes,2.833333333,4.133333333,4.1,2.6,48,3.75,27,5,39,73
24,female,2 year degree,Hispanic,"20-39,999",yes,6.833333333,3.933333333,2,3.7,82,3.375,43,5,48,79
25,male,2 year degree,Hispanic,"40-59,999",yes,3.666666667,5,2.7,2.9,80,4,42,2,39,77
24,female,2 year degree,AfricanAmerican,"under20,000",no,5.5,4.4,2.6,3.6,72,3.875,43,5,42,57
25,female,2 year degree,other,not say,no,5,4.533333333,2.7,3.4,77,3.375,34,6,34,59
23,female,2 year degree,AfricanAmerican,"under20,000",no,2.333333333,3.6,1.5,3.4,38,3.5,16,5,34,73
26,female,2 year degree,AfricanAmerican,not say,no,2.833333333,4.6,2.2,3.1,68,3.625,18,3,35,79
21,female,2 year degree,AfricanAmerican,not say,no,2.833333333,3.8,3,2.6,61,3.625,29,1,33,76
39,female,2 year degree,other,"under20,000",no,4.333333333,3.8,2.5,3.4,50,2.875,35,4,43,74
20,female,2 year degree,AfricanAmerican,not say,no,6,3.466666667,3.4,3.2,53,3.875,36,6,39,69
22,female,2 year degree,AfricanAmerican,not say,no,4.166666667,4.533333333,2.7,2.9,48,3.5,25,3,40,64
